"pwsid","year","unemploy_rate"
"CA1010035",2014,11.58
"CA1010035",2016,9.5
"CA1010035",2018,7.6
"CA1010035",2020,10.28
"CA1010035",2021,9.98
"CA1010042",1990,11.64
"CA1010042",1992,15.47
"CA1010042",1994,14.25
"CA1010042",1996,13.28
"CA1010042",1998,14.25
"CA1010042",2000,10.43
"CA1010042",2002,11.45
"CA1010042",2004,10.41
"CA1010042",2006,8.02
"CA1010042",2008,10.56
"CA1010042",2010,16.69
"CA1010042",2012,15.13
"CA1010042",2014,11.58
"CA1010042",2016,9.5
"CA1010042",2018,7.6
"CA1010042",2020,10.28
"CA1010042",2021,9.98
"CA1010044",1990,11.64
"CA1010044",1992,15.47
"CA1010044",1994,14.25
"CA1010044",1996,13.28
"CA1010044",1998,14.25
"CA1010044",2000,10.43
"CA1010044",2002,11.45
"CA1010044",2004,10.41
"CA1010044",2006,8.02
"CA1010044",2008,10.56
"CA1010044",2010,16.69
"CA1010044",2012,15.13
"CA1010044",2014,11.58
"CA1010044",2016,9.5
"CA1010044",2018,7.6
"CA1010044",2020,10.28
"CA1010044",2021,9.98
"CA1010049",1990,11.64
"CA1010049",1992,15.47
"CA1010049",1994,14.25
"CA1010049",1996,13.28
"CA1010049",1998,14.25
"CA1010049",2000,10.43
"CA1010049",2002,11.45
"CA1010049",2004,10.41
"CA1010049",2006,8.02
"CA1010049",2008,10.56
"CA1010049",2010,16.69
"CA1010049",2012,15.13
"CA1010049",2014,11.58
"CA1010049",2016,9.5
"CA1010049",2018,7.6
"CA1010049",2020,10.28
"CA1010049",2021,9.98
"CA1100404",1990,12.49
"CA1100404",1992,18.87
"CA1100404",1994,16.05
"CA1100404",1996,15.2
"CA1100404",1998,13.42
"CA1100404",2000,8.46
"CA1100404",2002,9.55
"CA1100404",2004,9.31
"CA1100404",2006,8.02
"CA1100404",2008,10.49
"CA1100404",2010,15.42
"CA1100404",2012,14.18
"CA1100404",2014,10.65
"CA1100404",2016,8.33
"CA1100404",2018,6.6
"CA1100404",2020,7.72
"CA1100404",2021,7.51
"CA1110001",1990,12.49
"CA1110001",1992,18.87
"CA1110001",1994,16.05
"CA1110001",1996,15.2
"CA1110001",1998,13.42
"CA1110001",2000,8.46
"CA1110001",2002,9.55
"CA1110001",2004,9.31
"CA1110001",2006,8.02
"CA1110001",2008,10.49
"CA1110001",2010,15.42
"CA1110001",2012,14.18
"CA1110001",2014,10.65
"CA1110001",2016,8.33
"CA1110001",2018,6.6
"CA1110001",2020,7.72
"CA1110001",2021,7.51
"CA1110003",1990,12.49
"CA1110003",1992,18.87
"CA1110003",1994,16.05
"CA1110003",1996,15.2
"CA1110003",1998,13.42
"CA1110003",2000,8.46
"CA1110003",2002,9.55
"CA1110003",2004,9.31
"CA1110003",2006,8.02
"CA1110003",2008,10.49
"CA1110003",2010,15.42
"CA1110003",2012,14.18
"CA1110003",2014,10.65
"CA1110003",2016,8.33
"CA1110003",2018,6.6
"CA1110003",2020,7.72
"CA1110003",2021,7.51
"CA1210001",1990,7.92
"CA1210001",1992,9.95
"CA1210001",1994,8.61
"CA1210001",1996,7.66
"CA1210001",1998,7.24
"CA1210001",2000,5.81
"CA1210001",2002,6.67
"CA1210001",2004,6.47
"CA1210001",2006,5.52
"CA1210001",2008,7.29
"CA1210001",2010,10.56
"CA1210001",2012,9.58
"CA1210001",2014,6.65
"CA1210001",2016,4.93
"CA1210001",2018,3.64
"CA1210001",2020,7.46
"CA1210001",2021,6.88
"CA1210002",1990,7.92
"CA1210002",1992,9.95
"CA1210002",1994,8.61
"CA1210002",1996,7.66
"CA1210002",1998,7.24
"CA1210002",2000,5.81
"CA1210002",2002,6.67
"CA1210002",2004,6.47
"CA1210002",2006,5.52
"CA1210002",2008,7.29
"CA1210002",2010,10.56
"CA1210002",2012,9.58
"CA1210002",2014,6.65
"CA1210002",2016,4.93
"CA1210002",2018,3.64
"CA1210002",2020,7.46
"CA1210002",2021,6.88
"CA1210004",1990,7.92
"CA1210004",1992,9.95
"CA1210004",1994,8.61
"CA1210004",1996,7.66
"CA1210004",1998,7.24
"CA1210004",2000,5.81
"CA1210004",2002,6.67
"CA1210004",2004,6.47
"CA1210004",2006,5.52
"CA1210004",2008,7.29
"CA1210004",2010,10.56
"CA1210004",2012,9.58
"CA1210004",2014,6.65
"CA1210004",2016,4.93
"CA1210004",2018,3.64
"CA1210004",2020,7.46
"CA1210004",2021,6.88
"CA1210006",1990,7.92
"CA1210006",1992,9.95
"CA1210006",1994,8.61
"CA1210006",1996,7.66
"CA1210006",1998,7.24
"CA1210006",2000,5.81
"CA1210006",2002,6.67
"CA1210006",2004,6.47
"CA1210006",2006,5.52
"CA1210006",2008,7.29
"CA1210006",2010,10.56
"CA1210006",2012,9.58
"CA1210006",2014,6.65
"CA1210006",2016,4.93
"CA1210006",2018,3.64
"CA1210006",2020,7.46
"CA1210006",2021,6.88
"CA1210007",1990,7.92
"CA1210007",1992,9.95
"CA1210007",1994,8.61
"CA1210007",1996,7.66
"CA1210007",1998,7.24
"CA1210007",2000,5.81
"CA1210007",2002,6.67
"CA1210007",2004,6.47
"CA1210007",2006,5.52
"CA1210007",2008,7.29
"CA1210007",2010,10.56
"CA1210007",2012,9.58
"CA1210007",2014,6.65
"CA1210007",2016,4.93
"CA1210007",2018,3.64
"CA1210007",2020,7.46
"CA1210007",2021,6.88
"CA1210009",1990,7.92
"CA1210009",1992,9.95
"CA1210009",1994,8.61
"CA1210009",1996,7.66
"CA1210009",1998,7.24
"CA1210009",2000,5.81
"CA1210009",2002,6.67
"CA1210009",2004,6.47
"CA1210009",2006,5.52
"CA1210009",2008,7.29
"CA1210009",2010,10.56
"CA1210009",2012,9.58
"CA1210009",2014,6.65
"CA1210009",2016,4.93
"CA1210009",2018,3.64
"CA1210009",2020,7.46
"CA1210009",2021,6.88
"CA1210010",1990,7.92
"CA1210010",1992,9.95
"CA1210010",1994,8.61
"CA1210010",1996,7.66
"CA1210010",1998,7.24
"CA1210010",2000,5.81
"CA1210010",2002,6.67
"CA1210010",2004,6.47
"CA1210010",2006,5.52
"CA1210010",2008,7.29
"CA1210010",2010,10.56
"CA1210010",2012,9.58
"CA1210010",2014,6.65
"CA1210010",2016,4.93
"CA1210010",2018,3.64
"CA1210010",2020,7.46
"CA1210010",2021,6.88
"CA1210011",1990,7.92
"CA1210011",1992,9.95
"CA1210011",1994,8.61
"CA1210011",1996,7.66
"CA1210011",1998,7.24
"CA1210011",2000,5.81
"CA1210011",2002,6.67
"CA1210011",2004,6.47
"CA1210011",2006,5.52
"CA1210011",2008,7.29
"CA1210011",2010,10.56
"CA1210011",2012,9.58
"CA1210011",2014,6.65
"CA1210011",2016,4.93
"CA1210011",2018,3.64
"CA1210011",2020,7.46
"CA1210011",2021,6.88
"CA1210015",1990,8.31
"CA1210015",1992,10.51
"CA1210015",1994,9.12
"CA1210015",1996,8.21
"CA1210015",1998,7.71
"CA1210015",2000,6.12
"CA1210015",2002,6.94
"CA1210015",2004,6.83
"CA1210015",2006,5.86
"CA1210015",2008,7.71
"CA1210015",2010,11.05
"CA1210015",2012,9.97
"CA1210015",2014,6.87
"CA1210015",2016,5.09
"CA1210015",2018,3.78
"CA1210015",2020,7.47
"CA1210015",2021,6.92
"CA1210016",1990,7.92
"CA1210016",1992,9.95
"CA1210016",1994,8.61
"CA1210016",1996,7.66
"CA1210016",1998,7.24
"CA1210016",2000,5.81
"CA1210016",2002,6.67
"CA1210016",2004,6.47
"CA1210016",2006,5.52
"CA1210016",2008,7.29
"CA1210016",2010,10.56
"CA1210016",2012,9.58
"CA1210016",2014,6.65
"CA1210016",2016,4.93
"CA1210016",2018,3.64
"CA1210016",2020,7.46
"CA1210016",2021,6.88
"CA1210017",1990,7.92
"CA1210017",1992,9.95
"CA1210017",1994,8.61
"CA1210017",1996,7.66
"CA1210017",1998,7.24
"CA1210017",2000,5.81
"CA1210017",2002,6.67
"CA1210017",2004,6.47
"CA1210017",2006,5.52
"CA1210017",2008,7.29
"CA1210017",2010,10.56
"CA1210017",2012,9.58
"CA1210017",2014,6.65
"CA1210017",2016,4.93
"CA1210017",2018,3.64
"CA1210017",2020,7.46
"CA1210017",2021,6.88
"CA1210018",1990,7.92
"CA1210018",1992,9.95
"CA1210018",1994,8.61
"CA1210018",1996,7.66
"CA1210018",1998,7.24
"CA1210018",2000,5.81
"CA1210018",2002,6.67
"CA1210018",2004,6.47
"CA1210018",2006,5.52
"CA1210018",2008,7.29
"CA1210018",2010,10.56
"CA1210018",2012,9.58
"CA1210018",2014,6.65
"CA1210018",2016,4.93
"CA1210018",2018,3.64
"CA1210018",2020,7.46
"CA1210018",2021,6.88
"CA1310001",1990,25.5
"CA1310001",1992,30.69
"CA1310001",1994,26.27
"CA1310001",1996,29.79
"CA1310001",1998,25.98
"CA1310001",2000,17.46
"CA1310001",2002,14.88
"CA1310001",2004,16.98
"CA1310001",2006,15.42
"CA1310001",2008,22.55
"CA1310001",2010,28.84
"CA1310001",2012,27.35
"CA1310001",2014,24.03
"CA1310001",2016,24.15
"CA1310001",2018,18.85
"CA1310001",2020,20.66
"CA1310001",2021,16.16
"CA1310002",1990,25.5
"CA1310002",1992,30.69
"CA1310002",1994,26.27
"CA1310002",1996,29.79
"CA1310002",1998,25.98
"CA1310002",2000,17.46
"CA1310002",2002,14.88
"CA1310002",2004,16.98
"CA1310002",2006,15.42
"CA1310002",2008,22.55
"CA1310002",2010,28.84
"CA1310002",2012,27.35
"CA1310002",2014,24.03
"CA1310002",2016,24.15
"CA1310002",2018,18.85
"CA1310002",2020,20.66
"CA1310002",2021,16.16
"CA1310004",1990,25.5
"CA1310004",1992,30.69
"CA1310004",1994,26.27
"CA1310004",1996,29.79
"CA1310004",1998,25.98
"CA1310004",2000,17.46
"CA1310004",2002,14.88
"CA1310004",2004,16.98
"CA1310004",2006,15.42
"CA1310004",2008,22.55
"CA1310004",2010,28.84
"CA1310004",2012,27.35
"CA1310004",2014,24.03
"CA1310004",2016,24.15
"CA1310004",2018,18.85
"CA1310004",2020,20.66
"CA1310004",2021,16.16
"CA1310005",1990,25.5
"CA1310005",1992,30.69
"CA1310005",1994,26.27
"CA1310005",1996,29.79
"CA1310005",1998,25.98
"CA1310005",2000,17.46
"CA1310005",2002,14.88
"CA1310005",2004,16.98
"CA1310005",2006,15.42
"CA1310005",2008,22.55
"CA1310005",2010,28.84
"CA1310005",2012,27.35
"CA1310005",2014,24.03
"CA1310005",2016,24.15
"CA1310005",2018,18.85
"CA1310005",2020,20.66
"CA1310005",2021,16.16
"CA1310006",1990,25.5
"CA1310006",1992,30.69
"CA1310006",1994,26.27
"CA1310006",1996,29.79
"CA1310006",1998,25.98
"CA1310006",2000,17.46
"CA1310006",2002,14.88
"CA1310006",2004,16.98
"CA1310006",2006,15.42
"CA1310006",2008,22.55
"CA1310006",2010,28.84
"CA1310006",2012,27.35
"CA1310006",2014,24.03
"CA1310006",2016,24.15
"CA1310006",2018,18.85
"CA1310006",2020,20.66
"CA1310006",2021,16.16
"CA1310007",1990,25.5
"CA1310007",1992,30.69
"CA1310007",1994,26.27
"CA1310007",1996,29.79
"CA1310007",1998,25.98
"CA1310007",2000,17.46
"CA1310007",2002,14.88
"CA1310007",2004,16.98
"CA1310007",2006,15.42
"CA1310007",2008,22.55
"CA1310007",2010,28.84
"CA1310007",2012,27.35
"CA1310007",2014,24.03
"CA1310007",2016,24.15
"CA1310007",2018,18.85
"CA1310007",2020,20.66
"CA1310007",2021,16.16
"CA1310011",1990,5.93
"CA1310011",1992,9.34
"CA1310011",1994,8.76
"CA1310011",1996,7.04
"CA1310011",1998,5.16
"CA1310011",2000,4.75
"CA1310011",2002,5.79
"CA1310011",2004,5.46
"CA1310011",2006,4.65
"CA1310011",2008,7.42
"CA1310011",2010,12.48
"CA1310011",2012,10.63
"CA1310011",2014,7.63
"CA1310011",2016,5.81
"CA1310011",2018,4.21
"CA1310011",2020,9.32
"CA1310011",2021,7.65
"CA1410001",1990,7.15
"CA1410001",1992,11.46
"CA1410001",1994,10.51
"CA1410001",1996,8.57
"CA1410001",1998,7.28
"CA1410001",2000,4.67
"CA1410001",2002,5.37
"CA1410001",2004,5.31
"CA1410001",2006,4.56
"CA1410001",2008,6.61
"CA1410001",2010,9.71
"CA1410001",2012,9.07
"CA1410001",2014,6.82
"CA1410001",2016,5.28
"CA1410001",2018,3.91
"CA1410001",2020,7
"CA1410001",2021,6.57
"CA1410006",1990,7.15
"CA1410006",1992,11.46
"CA1410006",1994,10.51
"CA1410006",1996,8.57
"CA1410006",1998,7.28
"CA1410006",2000,4.67
"CA1410006",2002,5.37
"CA1410006",2004,5.31
"CA1410006",2006,4.56
"CA1410006",2008,6.61
"CA1410006",2010,9.71
"CA1410006",2012,9.07
"CA1410006",2014,6.82
"CA1410006",2016,5.28
"CA1410006",2018,3.91
"CA1410006",2020,7
"CA1410006",2021,6.57
"CA1500314",1990,10.9
"CA1500314",1992,15.65
"CA1500314",1994,15.06
"CA1500314",1996,12.91
"CA1500314",1998,12.14
"CA1500314",2000,8.27
"CA1500314",2002,9.72
"CA1500314",2004,9.87
"CA1500314",2006,7.54
"CA1500314",2008,9.84
"CA1500314",2010,15.65
"CA1500314",2012,13.15
"CA1500314",2014,10.41
"CA1500314",2016,10.38
"CA1500314",2018,8.12
"CA1500314",2020,12.2
"CA1500314",2021,10.89
"CA1500466",1990,10.9
"CA1500466",1992,15.65
"CA1500466",1994,15.06
"CA1500466",1996,12.91
"CA1500466",1998,12.14
"CA1500466",2000,8.27
"CA1500466",2002,9.72
"CA1500466",2004,9.87
"CA1500466",2006,7.54
"CA1500466",2008,9.84
"CA1500466",2010,15.65
"CA1500466",2012,13.15
"CA1500466",2014,10.41
"CA1500466",2016,10.38
"CA1500466",2018,8.12
"CA1500466",2020,12.2
"CA1500466",2021,10.89
"CA1510001",1990,10.9
"CA1510001",1992,15.65
"CA1510001",1994,15.06
"CA1510001",1996,12.91
"CA1510001",1998,12.14
"CA1510001",2000,8.27
"CA1510001",2002,9.72
"CA1510001",2004,9.87
"CA1510001",2006,7.54
"CA1510001",2008,9.84
"CA1510001",2010,15.65
"CA1510001",2012,13.15
"CA1510001",2014,10.41
"CA1510001",2016,10.38
"CA1510001",2018,8.12
"CA1510001",2020,12.2
"CA1510001",2021,10.89
"CA1510003",1990,10.9
"CA1510003",1992,15.65
"CA1510003",1994,15.06
"CA1510003",1996,12.91
"CA1510003",1998,12.14
"CA1510003",2000,8.27
"CA1510003",2002,9.72
"CA1510003",2004,9.87
"CA1510003",2006,7.54
"CA1510003",2008,9.84
"CA1510003",2010,15.65
"CA1510003",2012,13.15
"CA1510003",2014,10.41
"CA1510003",2016,10.38
"CA1510003",2018,8.12
"CA1510003",2020,12.2
"CA1510003",2021,10.89
"CA1510005",1990,10.9
"CA1510005",1992,15.65
"CA1510005",1994,15.06
"CA1510005",1996,12.91
"CA1510005",1998,12.14
"CA1510005",2000,8.27
"CA1510005",2002,9.72
"CA1510005",2004,9.87
"CA1510005",2006,7.54
"CA1510005",2008,9.84
"CA1510005",2010,15.65
"CA1510005",2012,13.15
"CA1510005",2014,10.41
"CA1510005",2016,10.38
"CA1510005",2018,8.12
"CA1510005",2020,12.2
"CA1510005",2021,10.89
"CA1510006",1990,10.9
"CA1510006",1992,15.65
"CA1510006",1994,15.06
"CA1510006",1996,12.91
"CA1510006",1998,12.14
"CA1510006",2000,8.27
"CA1510006",2002,9.72
"CA1510006",2004,9.87
"CA1510006",2006,7.54
"CA1510006",2008,9.84
"CA1510006",2010,15.65
"CA1510006",2012,13.15
"CA1510006",2014,10.41
"CA1510006",2016,10.38
"CA1510006",2018,8.12
"CA1510006",2020,12.2
"CA1510006",2021,10.89
"CA1510012",1990,10.9
"CA1510012",1992,15.65
"CA1510012",1994,15.06
"CA1510012",1996,12.91
"CA1510012",1998,12.14
"CA1510012",2000,8.27
"CA1510012",2002,9.72
"CA1510012",2004,9.87
"CA1510012",2006,7.54
"CA1510012",2008,9.84
"CA1510012",2010,15.65
"CA1510012",2012,13.15
"CA1510012",2014,10.41
"CA1510012",2016,10.38
"CA1510012",2018,8.12
"CA1510012",2020,12.2
"CA1510012",2021,10.89
"CA1510013",1990,10.9
"CA1510013",1992,15.65
"CA1510013",1994,15.06
"CA1510013",1996,12.91
"CA1510013",1998,12.14
"CA1510013",2000,8.27
"CA1510013",2002,9.72
"CA1510013",2004,9.87
"CA1510013",2006,7.54
"CA1510013",2008,9.84
"CA1510013",2010,15.65
"CA1510013",2012,13.15
"CA1510013",2014,10.41
"CA1510013",2016,10.38
"CA1510013",2018,8.12
"CA1510013",2020,12.2
"CA1510013",2021,10.89
"CA1510014",1990,7.15
"CA1510014",1992,11.33
"CA1510014",1994,10.46
"CA1510014",1996,8.96
"CA1510014",1998,7.46
"CA1510014",2000,5.79
"CA1510014",2002,7.04
"CA1510014",2004,6.88
"CA1510014",2006,5.58
"CA1510014",2008,8.57
"CA1510014",2010,14.15
"CA1510014",2012,11.94
"CA1510014",2014,8.73
"CA1510014",2016,7.13
"CA1510014",2018,5.27
"CA1510014",2020,10.44
"CA1510014",2021,8.83
"CA1510015",1990,10.9
"CA1510015",1992,15.65
"CA1510015",1994,15.06
"CA1510015",1996,12.91
"CA1510015",1998,12.14
"CA1510015",2000,8.27
"CA1510015",2002,9.72
"CA1510015",2004,9.87
"CA1510015",2006,7.54
"CA1510015",2008,9.84
"CA1510015",2010,15.65
"CA1510015",2012,13.15
"CA1510015",2014,10.41
"CA1510015",2016,10.38
"CA1510015",2018,8.12
"CA1510015",2020,12.2
"CA1510015",2021,10.89
"CA1510017",1990,7.15
"CA1510017",1992,11.33
"CA1510017",1994,10.46
"CA1510017",1996,8.96
"CA1510017",1998,7.46
"CA1510017",2000,5.79
"CA1510017",2002,7.04
"CA1510017",2004,6.88
"CA1510017",2006,5.58
"CA1510017",2008,8.57
"CA1510017",2010,14.15
"CA1510017",2012,11.94
"CA1510017",2014,8.73
"CA1510017",2016,7.13
"CA1510017",2018,5.27
"CA1510017",2020,10.44
"CA1510017",2021,8.83
"CA1510018",1990,10.9
"CA1510018",1992,15.65
"CA1510018",1994,15.06
"CA1510018",1996,12.91
"CA1510018",1998,12.14
"CA1510018",2000,8.27
"CA1510018",2002,9.72
"CA1510018",2004,9.87
"CA1510018",2006,7.54
"CA1510018",2008,9.84
"CA1510018",2010,15.65
"CA1510018",2012,13.15
"CA1510018",2014,10.41
"CA1510018",2016,10.38
"CA1510018",2018,8.12
"CA1510018",2020,12.2
"CA1510018",2021,10.89
"CA1510019",1990,10.9
"CA1510019",1992,15.65
"CA1510019",1994,15.06
"CA1510019",1996,12.91
"CA1510019",1998,12.14
"CA1510019",2000,8.27
"CA1510019",2002,9.72
"CA1510019",2004,9.87
"CA1510019",2006,7.54
"CA1510019",2008,9.84
"CA1510019",2010,15.65
"CA1510019",2012,13.15
"CA1510019",2014,10.41
"CA1510019",2016,10.38
"CA1510019",2018,8.12
"CA1510019",2020,12.2
"CA1510019",2021,10.89
"CA1510020",1990,10.9
"CA1510020",1992,15.65
"CA1510020",1994,15.06
"CA1510020",1996,12.91
"CA1510020",1998,12.14
"CA1510020",2000,8.27
"CA1510020",2002,9.72
"CA1510020",2004,9.87
"CA1510020",2006,7.54
"CA1510020",2008,9.84
"CA1510020",2010,15.65
"CA1510020",2012,13.15
"CA1510020",2014,10.41
"CA1510020",2016,10.38
"CA1510020",2018,8.12
"CA1510020",2020,12.2
"CA1510020",2021,10.89
"CA1510021",1990,10.9
"CA1510021",1992,15.65
"CA1510021",1994,15.06
"CA1510021",1996,12.91
"CA1510021",1998,12.14
"CA1510021",2000,8.27
"CA1510021",2002,9.72
"CA1510021",2004,9.87
"CA1510021",2006,7.54
"CA1510021",2008,9.84
"CA1510021",2010,15.65
"CA1510021",2012,13.15
"CA1510021",2014,10.41
"CA1510021",2016,10.38
"CA1510021",2018,8.12
"CA1510021",2020,12.2
"CA1510021",2021,10.89
"CA1510024",1990,10.9
"CA1510024",1992,15.65
"CA1510024",1994,15.06
"CA1510024",1996,12.91
"CA1510024",1998,12.14
"CA1510024",2000,8.27
"CA1510024",2002,9.72
"CA1510024",2004,9.87
"CA1510024",2006,7.54
"CA1510024",2008,9.84
"CA1510024",2010,15.65
"CA1510024",2012,13.15
"CA1510024",2014,10.41
"CA1510024",2016,10.38
"CA1510024",2018,8.12
"CA1510024",2020,12.2
"CA1510024",2021,10.89
"CA1510025",1990,10.9
"CA1510025",1992,15.65
"CA1510025",1994,15.06
"CA1510025",1996,12.91
"CA1510025",1998,12.14
"CA1510025",2000,8.27
"CA1510025",2002,9.72
"CA1510025",2004,9.87
"CA1510025",2006,7.54
"CA1510025",2008,9.84
"CA1510025",2010,15.65
"CA1510025",2012,13.15
"CA1510025",2014,10.41
"CA1510025",2016,10.38
"CA1510025",2018,8.12
"CA1510025",2020,12.2
"CA1510025",2021,10.89
"CA1510031",1990,10.9
"CA1510031",1992,15.65
"CA1510031",1994,15.06
"CA1510031",1996,12.91
"CA1510031",1998,12.14
"CA1510031",2000,8.27
"CA1510031",2002,9.72
"CA1510031",2004,9.87
"CA1510031",2006,7.54
"CA1510031",2008,9.84
"CA1510031",2010,15.65
"CA1510031",2012,13.15
"CA1510031",2014,10.41
"CA1510031",2016,10.38
"CA1510031",2018,8.12
"CA1510031",2020,12.2
"CA1510031",2021,10.89
"CA1510032",1990,10.9
"CA1510032",1992,15.65
"CA1510032",1994,15.06
"CA1510032",1996,12.91
"CA1510032",1998,12.14
"CA1510032",2000,8.27
"CA1510032",2002,9.72
"CA1510032",2004,9.87
"CA1510032",2006,7.54
"CA1510032",2008,9.84
"CA1510032",2010,15.65
"CA1510032",2012,13.15
"CA1510032",2014,10.41
"CA1510032",2016,10.38
"CA1510032",2018,8.12
"CA1510032",2020,12.2
"CA1510032",2021,10.89
"CA1510038",1990,10.9
"CA1510038",1992,15.65
"CA1510038",1994,15.06
"CA1510038",1996,12.91
"CA1510038",1998,12.14
"CA1510038",2000,8.27
"CA1510038",2002,9.72
"CA1510038",2004,9.87
"CA1510038",2006,7.54
"CA1510038",2008,9.84
"CA1510038",2010,15.65
"CA1510038",2012,13.15
"CA1510038",2014,10.41
"CA1510038",2016,10.38
"CA1510038",2018,8.12
"CA1510038",2020,12.2
"CA1510038",2021,10.89
"CA1510045",1990,10.9
"CA1510045",1992,15.65
"CA1510045",1994,15.06
"CA1510045",1996,12.91
"CA1510045",1998,12.14
"CA1510045",2000,8.27
"CA1510045",2002,9.72
"CA1510045",2004,9.87
"CA1510045",2006,7.54
"CA1510045",2008,9.84
"CA1510045",2010,15.65
"CA1510045",2012,13.15
"CA1510045",2014,10.41
"CA1510045",2016,10.38
"CA1510045",2018,8.12
"CA1510045",2020,12.2
"CA1510045",2021,10.89
"CA1510055",1990,10.9
"CA1510055",1992,15.65
"CA1510055",1994,15.06
"CA1510055",1996,12.91
"CA1510055",1998,12.14
"CA1510055",2000,8.27
"CA1510055",2002,9.72
"CA1510055",2004,9.87
"CA1510055",2006,7.54
"CA1510055",2008,9.84
"CA1510055",2010,15.65
"CA1510055",2012,13.15
"CA1510055",2014,10.41
"CA1510055",2016,10.38
"CA1510055",2018,8.12
"CA1510055",2020,12.2
"CA1510055",2021,10.89
"CA1610002",1990,11.24
"CA1610002",1992,15.15
"CA1610002",1994,14.17
"CA1610002",1996,13.18
"CA1610002",1998,13.87
"CA1610002",2000,10.01
"CA1610002",2002,11.63
"CA1610002",2004,10.98
"CA1610002",2006,8.44
"CA1610002",2008,10.6
"CA1610002",2010,16.12
"CA1610002",2012,14.89
"CA1610002",2014,11.91
"CA1610002",2016,9.97
"CA1610002",2018,7.9
"CA1610002",2020,10.49
"CA1610002",2021,10.61
"CA1610004",1990,11.24
"CA1610004",1992,15.15
"CA1610004",1994,14.17
"CA1610004",1996,13.18
"CA1610004",1998,13.87
"CA1610004",2000,10.01
"CA1610004",2002,11.63
"CA1610004",2004,10.98
"CA1610004",2006,8.44
"CA1610004",2008,10.6
"CA1610004",2010,16.12
"CA1610004",2012,14.89
"CA1610004",2014,11.91
"CA1610004",2016,9.97
"CA1610004",2018,7.9
"CA1610004",2020,10.49
"CA1610004",2021,10.61
"CA1610005",1990,11.24
"CA1610005",1992,15.15
"CA1610005",1994,14.17
"CA1610005",1996,13.18
"CA1610005",1998,13.87
"CA1610005",2000,10.01
"CA1610005",2002,11.63
"CA1610005",2004,10.98
"CA1610005",2006,8.44
"CA1610005",2008,10.6
"CA1610005",2010,16.12
"CA1610005",2012,14.89
"CA1610005",2014,11.91
"CA1610005",2016,9.97
"CA1610005",2018,7.9
"CA1610005",2020,10.49
"CA1610005",2021,10.61
"CA1700554",1990,8.88
"CA1700554",1992,12.8
"CA1700554",1994,12.43
"CA1700554",1996,11.64
"CA1700554",1998,9.64
"CA1700554",2000,7.28
"CA1700554",2002,8.26
"CA1700554",2004,9.01
"CA1700554",2006,7.68
"CA1700554",2008,10.66
"CA1700554",2010,15.09
"CA1700554",2012,12.78
"CA1700554",2014,8.94
"CA1700554",2016,6.72
"CA1700554",2018,5.32
"CA1700554",2020,8.55
"CA1700554",2021,8.18
"CA1700568",1990,8.88
"CA1700568",1992,12.8
"CA1700568",1994,12.43
"CA1700568",1996,11.64
"CA1700568",1998,9.64
"CA1700568",2000,7.28
"CA1700568",2002,8.26
"CA1700568",2004,9.01
"CA1700568",2006,7.68
"CA1700568",2008,10.66
"CA1700568",2010,15.09
"CA1700568",2012,12.78
"CA1700568",2014,8.94
"CA1700568",2016,6.72
"CA1700568",2018,5.32
"CA1700568",2020,8.55
"CA1700568",2021,8.18
"CA1710001",1990,8.88
"CA1710001",1992,12.8
"CA1710001",1994,12.43
"CA1710001",1996,11.64
"CA1710001",1998,9.64
"CA1710001",2000,7.28
"CA1710001",2002,8.26
"CA1710001",2004,9.01
"CA1710001",2006,7.68
"CA1710001",2008,10.66
"CA1710001",2010,15.09
"CA1710001",2012,12.78
"CA1710001",2014,8.94
"CA1710001",2016,6.72
"CA1710001",2018,5.32
"CA1710001",2020,8.55
"CA1710001",2021,8.18
"CA1710002",1990,8.88
"CA1710002",1992,12.8
"CA1710002",1994,12.43
"CA1710002",1996,11.64
"CA1710002",1998,9.64
"CA1710002",2000,7.28
"CA1710002",2002,8.26
"CA1710002",2004,9.01
"CA1710002",2006,7.68
"CA1710002",2008,10.66
"CA1710002",2010,15.09
"CA1710002",2012,12.78
"CA1710002",2014,8.94
"CA1710002",2016,6.72
"CA1710002",2018,5.32
"CA1710002",2020,8.55
"CA1710002",2021,8.18
"CA1710003",1990,8.88
"CA1710003",1992,12.8
"CA1710003",1994,12.43
"CA1710003",1996,11.64
"CA1710003",1998,9.64
"CA1710003",2000,7.28
"CA1710003",2002,8.26
"CA1710003",2004,9.01
"CA1710003",2006,7.68
"CA1710003",2008,10.66
"CA1710003",2010,15.09
"CA1710003",2012,12.78
"CA1710003",2014,8.94
"CA1710003",2016,6.72
"CA1710003",2018,5.32
"CA1710003",2020,8.55
"CA1710003",2021,8.18
"CA1710004",1990,8.88
"CA1710004",1992,12.8
"CA1710004",1994,12.43
"CA1710004",1996,11.64
"CA1710004",1998,9.64
"CA1710004",2000,7.28
"CA1710004",2002,8.26
"CA1710004",2004,9.01
"CA1710004",2006,7.68
"CA1710004",2008,10.66
"CA1710004",2010,15.09
"CA1710004",2012,12.78
"CA1710004",2014,8.94
"CA1710004",2016,6.72
"CA1710004",2018,5.32
"CA1710004",2020,8.55
"CA1710004",2021,8.18
"CA1710006",1990,8.88
"CA1710006",1992,12.8
"CA1710006",1994,12.43
"CA1710006",1996,11.64
"CA1710006",1998,9.64
"CA1710006",2000,7.28
"CA1710006",2002,8.26
"CA1710006",2004,9.01
